instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
3531,NyukPitu_00291.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00291.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3532,NyukPitu_00292.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00292.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3533,NyukPitu_00293.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00293.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3534,NyukPitu_00294.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00294.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3535,NyukPitu_00295.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00295.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3536,NyukPitu_00296.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00296.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3537,NyukPitu_00297.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00297.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3538,NyukPitu_00298.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00298.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3539,NyukPitu_00299.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00299.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3540,NyukPitu_00300.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00300.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3541,NyukPitu_00301.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00301.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3542,NyukPitu_00302.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00302.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3543,NyukPitu_00303.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00303.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3544,NyukPitu_00304.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00304.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3545,NyukPitu_00305.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00305.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Latohan Dragon.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3546,NyukPitu_00306.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00306.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3547,NyukPitu_00307.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00307.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3548,NyukPitu_00308.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00308.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3549,NyukPitu_00309.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00309.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3550,NyukPitu_00310.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00310.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3551,NyukPitu_00311.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00311.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3552,NyukPitu_00312.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00312.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3553,NyukPitu_00313.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00313.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3554,NyukPitu_00314.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00314.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3555,NyukPitu_00315.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00315.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3556,NyukPitu_00316.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00316.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3557,NyukPitu_00317.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00317.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3558,NyukPitu_00318.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00318.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3559,NyukPitu_00319.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00319.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3560,NyukPitu_00320.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00320.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3561,NyukPitu_00321.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00321.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3562,NyukPitu_00322.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00322.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3563,NyukPitu_00323.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00323.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3564,NyukPitu_00324.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00324.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3565,NyukPitu_00325.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00325.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3566,NyukPitu_00326.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00326.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Latohan Dragon.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3567,NyukPitu_00327.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00327.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3568,NyukPitu_00328.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00328.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3569,NyukPitu_00329.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00329.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3570,NyukPitu_00330.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00330.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3571,NyukPitu_00331.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00331.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Phoenix and Brown Lotus.jpg,KUB Srikandi,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3572,NyukPitu_00332.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00332.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3573,NyukPitu_00333.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00333.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3574,NyukPitu_00334.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00334.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3575,NyukPitu_00335.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00335.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3576,NyukPitu_00336.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00336.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3577,NyukPitu_00337.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00337.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3578,NyukPitu_00338.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00338.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3579,NyukPitu_00339.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00339.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3580,NyukPitu_00340.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00340.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3581,NyukPitu_00341.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00341.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3582,NyukPitu_00342.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00342.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3583,NyukPitu_00343.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00343.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3584,NyukPitu_00344.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00344.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3585,NyukPitu_00345.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00345.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3586,NyukPitu_00346.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00346.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Latohan Dragon.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3587,NyukPitu_00347.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00347.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3588,NyukPitu_00348.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00348.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3589,NyukPitu_00349.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00349.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3590,NyukPitu_00350.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00350.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3591,NyukPitu_00351.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00351.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3592,NyukPitu_00352.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00352.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3593,NyukPitu_00353.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00353.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3594,NyukPitu_00354.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00354.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3595,NyukPitu_00355.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00355.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3596,NyukPitu_00356.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00356.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3597,NyukPitu_00357.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00357.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3598,NyukPitu_00358.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00358.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3599,NyukPitu_00359.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00359.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3600,NyukPitu_00360.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00360.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3601,NyukPitu_00361.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00361.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3602,NyukPitu_00362.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00362.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3603,NyukPitu_00363.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00363.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3604,NyukPitu_00364.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00364.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3605,NyukPitu_00365.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00365.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3606,NyukPitu_00366.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00366.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3607,NyukPitu_00367.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00367.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Latohan Dragon.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3608,NyukPitu_00368.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00368.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3609,NyukPitu_00369.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00369.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3610,NyukPitu_00370.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00370.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Cranes with Bledak Background.jpg,Katrin Bee,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3611,NyukPitu_00371.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00371.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3612,NyukPitu_00372.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00372.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Phoenix and Brown Lotus.jpg,KUB Srikandi,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3613,NyukPitu_00373.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00373.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3614,NyukPitu_00374.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00374.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3615,NyukPitu_00375.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00375.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Phoenix and Brown Lotus.jpg,KUB Srikandi,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3616,NyukPitu_00376.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00376.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
3617,NyukPitu_00377.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00377.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Phoenix and Brown Lotus.jpg,KUB Srikandi,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
3618,NyukPitu_00378.jpg,Batik_Lasem/motifs (isen-isen)/Nyuk Pitu/all_motifs (1291)/NyukPitu_00378.jpg,Nyuk Pitu,Nyuk Pitu,all_motifs (1291),Isen Cloth 2.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
