instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
2191,Latohan_00324.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00324.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2192,Latohan_00325.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00325.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2196,Latohan_00329.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00329.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2197,Latohan_00330.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00330.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2199,Latohan_00332.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00332.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2200,Latohan_00333.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00333.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,VJ Basiroen artwork,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2202,Latohan_00335.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00335.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2205,Latohan_00338.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00338.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2209,Latohan_00342.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00342.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2210,Latohan_00343.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00343.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2212,Latohan_00345.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00345.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2213,Latohan_00346.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00346.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2215,Latohan_00348.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00348.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2216,Latohan_00349.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00349.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2217,Latohan_00350.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00350.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2218,Latohan_00351.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00351.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2220,Latohan_00353.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00353.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2221,Latohan_00354.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00354.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2223,Latohan_00356.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00356.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2224,Latohan_00357.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00357.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2226,Latohan_00359.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00359.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2228,Latohan_00361.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00361.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2230,Latohan_00363.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00363.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2233,Latohan_00366.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00366.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2234,Latohan_00367.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00367.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2237,Latohan_00370.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00370.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2238,Latohan_00371.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00371.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2240,Latohan_00373.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00373.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2243,Latohan_00376.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00376.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2245,Latohan_00378.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00378.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2246,Latohan_00379.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00379.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2247,Latohan_00380.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00380.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2249,Latohan_00382.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00382.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2253,Latohan_00386.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00386.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2255,Latohan_00388.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00388.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2256,Latohan_00389.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00389.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2259,Latohan_00392.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00392.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2260,Latohan_00393.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00393.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2261,Latohan_00394.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00394.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2263,Latohan_00396.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00396.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2267,Latohan_00400.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00400.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2268,Latohan_00401.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00401.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2269,Latohan_00402.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00402.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2270,Latohan_00403.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00403.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2273,Latohan_00406.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00406.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2274,Latohan_00407.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00407.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2275,Latohan_00408.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00408.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2277,Latohan_00410.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00410.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2278,Latohan_00411.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00411.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2281,Latohan_00414.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00414.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2282,Latohan_00415.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00415.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2284,Latohan_00417.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00417.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2285,Latohan_00418.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00418.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2286,Latohan_00419.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00419.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2287,Latohan_00420.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00420.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2288,Latohan_00421.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00421.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2289,Latohan_00422.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00422.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2291,Latohan_00424.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00424.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2293,Latohan_00426.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00426.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2295,Latohan_00428.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00428.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2297,Latohan_00430.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00430.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2303,Latohan_00436.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00436.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2306,Latohan_00439.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00439.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2307,Latohan_00440.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00440.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2309,Latohan_00442.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00442.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2310,Latohan_00443.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00443.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2311,Latohan_00444.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00444.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2316,Latohan_00449.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00449.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2318,Latohan_00451.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00451.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2323,Latohan_00456.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00456.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2324,Latohan_00457.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00457.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2326,Latohan_00459.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00459.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2327,Latohan_00460.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00460.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2328,Latohan_00461.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00461.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2330,Latohan_00463.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00463.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2331,Latohan_00464.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00464.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2333,Latohan_00466.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00466.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2335,Latohan_00468.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00468.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2338,Latohan_00471.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00471.jpg,Latohan,Latohan,all_motifs (1373),Latohan and farmer.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2345,Latohan_00478.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00478.jpg,Latohan,Latohan,all_motifs (1373),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2346,Latohan_00479.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00479.jpg,Latohan,Latohan,all_motifs (1373),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2350,Latohan_00483.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00483.jpg,Latohan,Latohan,all_motifs (1373),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2352,Latohan_00485.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00485.jpg,Latohan,Latohan,all_motifs (1373),Latohan with Chinese Letter.jpg,Sekar Kencana,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2353,Latohan_00486.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00486.jpg,Latohan,Latohan,all_motifs (1373),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2354,Latohan_00487.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00487.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2358,Latohan_00491.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00491.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2361,Latohan_00494.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00494.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2363,Latohan_00496.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00496.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2365,Latohan_00498.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00498.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2368,Latohan_00501.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00501.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2369,Latohan_00502.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00502.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2376,Latohan_00509.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00509.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2377,Latohan_00510.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00510.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2381,Latohan_00514.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00514.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2382,Latohan_00515.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00515.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2384,Latohan_00517.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00517.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2385,Latohan_00518.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00518.jpg,Latohan,Latohan,all_motifs (1373),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
2386,Latohan_00519.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00519.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2389,Latohan_00522.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00522.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
2392,Latohan_00525.jpg,Batik_Lasem/motifs (isen-isen)/Latohan/all_motifs (1373)/Latohan_00525.jpg,Latohan,Latohan,all_motifs (1373),Isen Cloth 5.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
